item_name,choice_description,quantity,item_price1
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",1,8.75
Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, Cheese]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Lettuce]]",1,8.75
Chicken Salad Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Lettuce]]",1,8.75
Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Lettuce]]",1,8.75
Chicken Crispy Tacos,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Soft Tacos,"[Fresh Tomato Salsa, Rice]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese]]",1,8.75
Chicken Soft Tacos,[Fresh Tomato Salsa],1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",1,8.75
Chicken Salad Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Pinto Beans, Rice, Lettuce, Cheese]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Salad Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Soft Tacos,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",1,8.75
Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",1,8.75
Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Lettuce]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Pinto Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Soft Tacos,"[Fresh Tomato Salsa, Rice]",1,8.75
Chicken Crispy Tacos,"[Fresh Tomato Salsa, Rice]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Soft Tacos,"[Fresh Tomato Salsa, [Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Sour Cream, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Cheese]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Veggie Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables, Pinto Beans, Cheese]]",1,8.75
Veggie Burrito,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Cheese]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, Lettuce]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Sour Cream]]",1,8.75
Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Fajita Vegetables]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice, Black Beans]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Cheese]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Black Beans, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Black Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Veggie Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Veggie Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Pinto Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Soft Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Sour Cream, Cheese, Rice, Black Beans]]",1,8.75
Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Fajita Vegetables, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Soft Tacos,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Pinto Beans, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Sour Cream]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Black Beans]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Lettuce, Black Beans]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Sour Cream, Lettuce, Rice, Cheese]]",1,8.75
Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",1,8.75
Chicken Burrito,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, Cheese]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Crispy Tacos,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Veggie Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Lettuce]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Pinto Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, Rice]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Tomatillo Green Chili Salsa, [Rice, Pinto Beans, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Roasted Chili Corn Salsa, [Rice, Fajita Vegetables, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Rice]]",1,8.75
Chicken Bowl,"[Tomatillo Green Chili Salsa, [Rice, Fajita Vegetables, Black Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Veggie Bowl,"[Roasted Chili Corn Salsa, [Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce]]",1,8.75
Chicken Crispy Tacos,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Burrito,"[Fresh Tomato Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Lettuce]]",1,8.75
Chicken Bowl,"[Fresh Tomato Salsa, [Rice, Cheese, Sour Cream]]",1,8.75
Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Cheese]]",1,8.75
Chicken Burrito,"[Roasted Chili Corn Salsa, [Rice, Pinto Beans, Cheese, Sour Cream, Lettuce]]",1,8.75
Chicken Salad Bowl,"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]",1,8.75
Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Rice, Black Beans, Cheese, Sour Cream]]",1,8.75
Chicken Soft Tacos,"[Roasted Chili Corn Salsa, Rice]",1,8.75
Chicken Soft Tacos,"[Roasted Chili Corn Salsa, [Cheese, Lettuce]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Pinto Beans, Lettuce]]",1,8.75
Chicken Salad Bowl,"[Fresh Tomato Salsa, [Fajita Vegetables, Lettuce]]",1,8.75
Chicken Bowl,"[Tomatillo Red Chili Salsa, [Rice, Black Beans, Sour Cream, Cheese, Lettuce]]",1,8.75
Steak Burrito,"[Fresh Tomato (Mild), [Lettuce, Pinto Beans, Rice, Sour Cream, Cheese]]",1,8.69
Barbacoa Bowl,"[[Rice, Cheese]]",1,8.69
Carnitas Burrito,"[Fresh Tomato (Mild), [Lettuce, Rice]]",1,8.69
Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",1,8.69
Steak Bowl,"[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice]]",1,8.69
Barbacoa Bowl,"[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice]]",1,8.69
Barbacoa Burrito,"[[Black Beans, Rice, Cheese]]",1,8.69
Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",1,8.69
Barbacoa Burrito,"[Fresh Tomato (Mild), [Black Beans, Rice, Sour Cream, Cheese]]",1,8.69
Carnitas Burrito,"[Fresh Tomato (Mild), [Lettuce, Rice]]",1,8.69
Barbacoa Bowl,"[Fresh Tomato (Mild), [Lettuce, Rice, Cheese]]",1,8.69
Steak Salad,"[[Lettuce, Fajita Veggies]]",1,8.69
Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",1,8.69
Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Black Beans, Rice, Sour Cream, Cheese]]",1,8.69
Steak Burrito,"[[Lettuce, Fajita Veggies, Rice]]",1,8.69
Steak Crispy Tacos,"[Fresh Tomato (Mild), [Lettuce, Cheese]]",1,8.69
Steak Burrito,"[Roasted Chili Corn (Medium), [Sour Cream, Cheese]]",1,8.69
Steak Bowl,"[Fresh Tomato (Mild), [Lettuce, Black Beans, Rice, Cheese]]",1,8.69
Steak Burrito,"[Tomatillo Red Chili (Hot), [Lettuce, Rice, Sour Cream, Cheese]]",1,8.69
Chips and Guacamole,,2,8.5
Chicken Bowl,[White Rice],1,8.5
Chicken Bowl,[White Rice],1,8.5
Chicken Soft Tacos,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[[Tomatillo-Red Chili Salsa (Hot), Tomatillo-Green Chili Salsa (Medium)], [Rice, Pinto Beans, Cheese, Lettuce]]",1,8.49
Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Rice, Fajita Veggies, Cheese, Lettuce]]",1,8.49
Veggie Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream]]",1,8.49
Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]]",1,8.49
Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream]]",1,8.49
Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), Lettuce]",1,8.49
Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]]",1,8.49
Veggie Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[Fresh Tomato Salsa (Mild), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",1,8.49
Veggie Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",1,8.49
Veggie Bowl,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",1,8.49
Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Bowl,"[[Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild)], [Rice, Pinto Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Burrito,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice]]",1,8.49
Chicken Salad,"[Fresh Tomato Salsa (Mild), Black Beans]",1,8.49
Chicken Bowl,"[[Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium)], [Black Beans, Rice, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",1,8.49
Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",1,8.49
Veggie Burrito,"[[Tomatillo-Green Chili Salsa (Medium), Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot)], [Black Beans, Rice, Fajita Veggies, Lettuce]]",1,8.49
Chicken Salad,"[Fresh Tomato Salsa (Mild), [Black Beans, Cheese, Lettuce]]",1,8.49
Chicken Bowl,"[Tomatillo-Red Chili Salsa (Hot), [Black Beans, Rice, Cheese, Lettuce]]",1,8.49
Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Lettuce]]",1,8.49
Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce]]",1,8.49
Chicken Bowl,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream]]",1,8.49
Chicken Burrito,"[Roasted Chili Corn Salsa (Medium), [Black Beans, Rice, Cheese, Sour Cream]]",1,8.49
Chicken Soft Tacos,"[Tomatillo-Green Chili Salsa (Medium), [Cheese, Sour Cream]]",1,8.49
Chicken Burrito,"[Tomatillo-Green Chili Salsa (Medium), [Pinto Beans, Rice, Cheese, Sour Cream]]",1,8.49
Chicken Salad,"[Fresh Tomato Salsa (Mild), [Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce]]",1,8.49
